sample_id,source,source_type,title,text,url,published_at,query,metadata
04df62d6923997f2,Google Play Store,app_review,Setmore Appointment Scheduling: rating 2/5,Misleading. I paid for appointment confirmation texts to be sent to clients via SMS but the system doesn't do that. It only sends reminder texts. New appt texts aren't even an option even though that option is listed in the dang setting description! There's zero perk to paying for pro. Clients are NOT notified of new appointments made via SMS at all. Not an option. They are only sent an email when they make a booking.,https://play.google.com/store/apps/details?id=com.adaptavant.setmore&reviewId=c3a0c572-cc72-413d-a5f9-ac075acc767e,2025-06-23T05:13:36,appointment scheduling business,"{""app"": ""Setmore Appointment Scheduling"", ""app_id"": ""com.adaptavant.setmore"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""c3a0c572-cc72-413d-a5f9-ac075acc767e"", ""rating"": 2, ""record_sha256"": ""ed8bcd435840d402e6462ddcbc961e8959e7d20ef5c7ca7a30210d099c3953ba"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": ""5.29.5699.20250602"", ""thumbs_up"": 6}"
0db81cbed17105e3,Google Play Store,app_review,Setmore Appointment Scheduling: rating 3/5,Widget no longer shows my appointments. After new update the widget no longer shows my appointments. Even after I removed the widget and add it back it's still the same. And it caused me missed my appointments. It no longer send me confirmation email. No notification for new appointment.,https://play.google.com/store/apps/details?id=com.adaptavant.setmore&reviewId=f71a0b84-ae9b-4091-a359-92f1a6f721c0,2024-07-24T13:11:17,appointment scheduling business,"{""app"": ""Setmore Appointment Scheduling"", ""app_id"": ""com.adaptavant.setmore"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""f71a0b84-ae9b-4091-a359-92f1a6f721c0"", ""rating"": 3, ""record_sha256"": ""1b98f09a6e88b31d47ee48d6caa3e6a6144772970dbde2f80072ee9c66f79cee"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": ""5.3.549.20240718"", ""thumbs_up"": 2}"
01b513b501c69ef7,Google Play Store,app_review,Business Calendar 2 Planner: rating 1/5,doesnt sync birthdays from google calendar. love when an app decides to just not sync one thing the same way and makes you put in effort to handle things its way. Also default font size on the agenda is tiny and changing the font size is a paid feature. no. enjoy the 1* and uninstall.,https://play.google.com/store/apps/details?id=com.appgenix.bizcal&reviewId=714e7667-801e-4307-9f1c-0a1f180e5986,2026-06-23T22:59:23,appointment scheduling business,"{""app"": ""Business Calendar 2 Planner"", ""app_id"": ""com.appgenix.bizcal"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""714e7667-801e-4307-9f1c-0a1f180e5986"", ""rating"": 1, ""record_sha256"": ""5ac9e1defa6fc7c34f2731d19aa80683e667194c41bfd58381de66b45ad26bfa"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": ""2.54.1"", ""thumbs_up"": 1}"
058751f73144d4eb,Google Play Store,app_review,Business Calendar 2 Planner: rating 2/5,"still the best interface of any calendar app on Android, but recently the sync stopped working. even with manual sync it doesn't bring certain shared events from Gmail calendar. such a shame.",https://play.google.com/store/apps/details?id=com.appgenix.bizcal&reviewId=5e0566da-57ff-470d-bc78-bd81d04f57a7,2026-02-08T21:15:35,appointment scheduling business,"{""app"": ""Business Calendar 2 Planner"", ""app_id"": ""com.appgenix.bizcal"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""5e0566da-57ff-470d-bc78-bd81d04f57a7"", ""rating"": 2, ""record_sha256"": ""bc31804c36c88cb64fe10a782dee200fde17eed3faf37df3df5e35d1639607e0"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": ""2.53.8"", ""thumbs_up"": 1}"
372cd29d6909e9ef,Google Play Store,app_review,Business Calendar 2 Planner: rating 3/5,Doesn't allow for single events to be deleted. I have followed the instructions and still doesn't work. Super annoying.,https://play.google.com/store/apps/details?id=com.appgenix.bizcal&reviewId=13a13028-2f61-4803-b3d5-360f6f46ce22,2026-06-23T18:22:20,appointment scheduling business,"{""app"": ""Business Calendar 2 Planner"", ""app_id"": ""com.appgenix.bizcal"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""13a13028-2f61-4803-b3d5-360f6f46ce22"", ""rating"": 3, ""record_sha256"": ""d02fd62cb4c5ac587584413d15b9220f4e111eb5c182f772107d9db89d1a21b8"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": ""2.54.1"", ""thumbs_up"": 0}"
0214df4e477039ef,Google Play Store,app_review,HelloLeads CRM - Sales Tracker: rating 1/5,"This app is data mining, you can't delete your account, trust me! super red flag!",https://play.google.com/store/apps/details?id=com.appgodz.evh&reviewId=4f9934d3-c1a6-4506-b691-5d6c0b676d77,2026-04-01T13:06:10,small business CRM,"{""app"": ""HelloLeads CRM - Sales Tracker"", ""app_id"": ""com.appgodz.evh"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""4f9934d3-c1a6-4506-b691-5d6c0b676d77"", ""rating"": 1, ""record_sha256"": ""1cccaf4068d0dfaf70490071102fb1e4c340c7e17c21a9c6f426f5405a1c4032"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": null, ""thumbs_up"": 0}"
06aa994802e45df5,Google Play Store,app_review,HelloLeads CRM - Sales Tracker: rating 2/5,My team members can also use thi s app and how to login,https://play.google.com/store/apps/details?id=com.appgodz.evh&reviewId=3e1063f5-9563-4931-ac67-f961a69b0854,2021-04-08T21:07:05,small business CRM,"{""app"": ""HelloLeads CRM - Sales Tracker"", ""app_id"": ""com.appgodz.evh"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""3e1063f5-9563-4931-ac67-f961a69b0854"", ""rating"": 2, ""record_sha256"": ""4cd5c9bee255c6f65c3fe80546a9107d53cb3261c9b4a344b52279d38ecac9c8"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": ""2.0.8"", ""thumbs_up"": 0}"
51a472830f7c424d,Google Play Store,app_review,HelloLeads CRM - Sales Tracker: rating 3/5,Good app to followup on leads. But I wish they made it more convenient to add contacts from call logs. Right now that option is very difficult to access.,https://play.google.com/store/apps/details?id=com.appgodz.evh&reviewId=0a8adf52-54fb-4dda-9210-3f45269d948b,2021-05-13T14:27:37,small business CRM,"{""app"": ""HelloLeads CRM - Sales Tracker"", ""app_id"": ""com.appgodz.evh"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""0a8adf52-54fb-4dda-9210-3f45269d948b"", ""rating"": 3, ""record_sha256"": ""8e80203fb7de5c465e6d23ac510d71894d029310d9f859578d552c8a6f0ce8e1"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": ""2.0.12"", ""thumbs_up"": 6}"
128acf44e3fcbd75,Google Play Store,app_review,Goldie: Schedule Appointments: rating 1/5,the app is telling me I have 20 booking space when that's not the case now I can't get any bookings. free trial is too short.,https://play.google.com/store/apps/details?id=com.appointfix&reviewId=010c1f5e-2cee-40e6-9990-0b0122d0849b,2025-08-18T22:06:00,appointment scheduling business,"{""app"": ""Goldie: Schedule Appointments"", ""app_id"": ""com.appointfix"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""010c1f5e-2cee-40e6-9990-0b0122d0849b"", ""rating"": 1, ""record_sha256"": ""b67bf5f121c16843a4599721b5aba7904e29eb9ba83491e6ad98097bf776dc83"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": ""47.0.0"", ""thumbs_up"": 0}"
174f0a5689889fe5,Google Play Store,app_review,Goldie: Schedule Appointments: rating 2/5,Updated on both of my Android phones and the app has deleted everything. All jobs booked in so I can no longer see jobs and services. ! Not happy as a paying customer,https://play.google.com/store/apps/details?id=com.appointfix&reviewId=65e852f4-5251-48cd-9649-c37cc07a6325,2024-07-05T23:35:17,appointment scheduling business,"{""app"": ""Goldie: Schedule Appointments"", ""app_id"": ""com.appointfix"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""65e852f4-5251-48cd-9649-c37cc07a6325"", ""rating"": 2, ""record_sha256"": ""634feed96f5e4ee1fe00201022692a3135ed68b4a6c7eec5caffa7413b6e97cd"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": ""15.29.1"", ""thumbs_up"": 2}"
0ff8f5bb9b65044c,Google Play Store,app_review,Goldie: Schedule Appointments: rating 3/5,Problems after updates Has been working fine then after updates I now find the online booking is allowing people to book in slots that are already booked and I've had some bookings that have randomly ended up in completely wrong days and times. Something definitely amiss as when I've checked the clients booked into the slots that the ones should have been in the original ones had booked in days before so those slots could have not have been empty. What on earth is going on?,https://play.google.com/store/apps/details?id=com.appointfix&reviewId=d80c7fb1-c3d6-4e9e-85f4-46277958f2bb,2024-08-15T17:02:27,appointment scheduling business,"{""app"": ""Goldie: Schedule Appointments"", ""app_id"": ""com.appointfix"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""d80c7fb1-c3d6-4e9e-85f4-46277958f2bb"", ""rating"": 3, ""record_sha256"": ""b025d8a51ba6347db9ad8358a79e0449792104e74920e1238360bb4295179783"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": ""16.3.0"", ""thumbs_up"": 1}"
066fd829f774d46b,Google Play Store,app_review,HoneyBook - Small Business CRM: rating 1/5,unable to find where to submit a support ticket. chat agents are unable to submit on my behalf. in-person notetaker function not working.,https://play.google.com/store/apps/details?id=com.honeybook.alfred&reviewId=fb665b81-1870-45db-b4ac-8959ade93f12,2026-07-09T21:13:43,small business CRM,"{""app"": ""HoneyBook - Small Business CRM"", ""app_id"": ""com.honeybook.alfred"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""fb665b81-1870-45db-b4ac-8959ade93f12"", ""rating"": 1, ""record_sha256"": ""10df78c27d6e60f13aee80f663e41d2dfa998c0339ec1c08b62b1fa7491596e7"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": ""1.69.0"", ""thumbs_up"": 0}"
1dd55c2400f8425c,Google Play Store,app_review,HoneyBook - Small Business CRM: rating 2/5,"the app would be amazing if it wasn't so glitchy. I love the function it says it has, I just wish it worked",https://play.google.com/store/apps/details?id=com.honeybook.alfred&reviewId=d0e81865-c2f8-4b5f-b75d-b64b891260be,2025-04-17T10:26:39,small business CRM,"{""app"": ""HoneyBook - Small Business CRM"", ""app_id"": ""com.honeybook.alfred"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""d0e81865-c2f8-4b5f-b75d-b64b891260be"", ""rating"": 2, ""record_sha256"": ""05eaa92d49687a9b4e67194558249693709daab47f00b457a53c93c35ebe8629"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": ""1.36.3"", ""thumbs_up"": 0}"
250f15c77f6a4926,Google Play Store,app_review,HoneyBook - Small Business CRM: rating 3/5,it's okay. some features not available on the app compared to desktop. some of the features within the app are also really slow which is frustrating.,https://play.google.com/store/apps/details?id=com.honeybook.alfred&reviewId=30b58bc3-5413-45ea-8bc7-260a98935ede,2024-09-14T20:11:48,small business CRM,"{""app"": ""HoneyBook - Small Business CRM"", ""app_id"": ""com.honeybook.alfred"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""30b58bc3-5413-45ea-8bc7-260a98935ede"", ""rating"": 3, ""record_sha256"": ""f59192b609637ce0fe49bda5937bb861c7c905954d7ac81bce675255a49ba354"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": ""1.23.27"", ""thumbs_up"": 0}"
043150ff4887b7cd,Google Play Store,app_review,HubSpot: rating 1/5,I am unable to access the course on the app but can access it on web. Why?,https://play.google.com/store/apps/details?id=com.hubspot.android&reviewId=97de721e-ba9e-4eed-ae5c-471a2c7c93c1,2026-05-14T18:25:51,small business CRM,"{""app"": ""HubSpot"", ""app_id"": ""com.hubspot.android"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""97de721e-ba9e-4eed-ae5c-471a2c7c93c1"", ""rating"": 1, ""record_sha256"": ""0c981b981861e60f9020d98077efa314d74c2b8e7e4c44a4c03f5e16ca895e85"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": ""4.15.2"", ""thumbs_up"": 0}"
0acc0f7e84766ed9,Google Play Store,app_review,HubSpot: rating 2/5,I wish there was a way to send invoices and log payments in this app. It will save time instead of going onto the website. So uninstalled,https://play.google.com/store/apps/details?id=com.hubspot.android&reviewId=4a9295f1-4d09-42a8-8a0d-095af11d5379,2024-05-10T16:28:21,small business CRM,"{""app"": ""HubSpot"", ""app_id"": ""com.hubspot.android"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""4a9295f1-4d09-42a8-8a0d-095af11d5379"", ""rating"": 2, ""record_sha256"": ""2ce639ceac98ea3fa796710eeedf8865dcf87e9a4714245af6377d5d07988a54"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": null, ""thumbs_up"": 2}"
055aa27f0b3eecaf,Google Play Store,app_review,HubSpot: rating 3/5,on my mobile can't see the project name . no option for cold lead or hot lead. and almost filter out for the projects apply a filter of projects and client approach. 2nd hot lead and cold lead status kindly add this filter too.,https://play.google.com/store/apps/details?id=com.hubspot.android&reviewId=641e1269-b971-4381-b47f-7b375d5fd45b,2025-08-11T19:31:41,small business CRM,"{""app"": ""HubSpot"", ""app_id"": ""com.hubspot.android"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""641e1269-b971-4381-b47f-7b375d5fd45b"", ""rating"": 3, ""record_sha256"": ""42e4617e2b84ffeb18ddf10413d31b1d042f954d0f406a065a47c081a02a732c"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": ""3.137.3"", ""thumbs_up"": 4}"
081091c4e8134dc0,Google Play Store,app_review,Invoice Maker by Invoice Home: rating 1/5,I am not able to download any invoice because it requires me to upgrade my plan and pay R120 at which is my first time using it,https://play.google.com/store/apps/details?id=com.invoicehome.invoicehome&reviewId=21de63b8-721a-4917-b229-cd450276d617,2026-05-28T01:50:36,invoice maker small business,"{""app"": ""Invoice Maker by Invoice Home"", ""app_id"": ""com.invoicehome.invoicehome"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""21de63b8-721a-4917-b229-cd450276d617"", ""rating"": 1, ""record_sha256"": ""f9c0d44be92cd637f6944eb46984525b2cb48066fd17c74b42b7b774b6679a94"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": ""5.9.0"", ""thumbs_up"": 3}"
072d3a3e8f8a4875,Google Play Store,app_review,Invoice Maker by Invoice Home: rating 2/5,The app does as advertised. There isnt an option to unsubscribe or have control over payments. $5 with no notice unrefundable,https://play.google.com/store/apps/details?id=com.invoicehome.invoicehome&reviewId=bc03a46a-29b6-42c1-a089-cd1130705550,2025-01-30T01:03:15,invoice maker small business,"{""app"": ""Invoice Maker by Invoice Home"", ""app_id"": ""com.invoicehome.invoicehome"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""bc03a46a-29b6-42c1-a089-cd1130705550"", ""rating"": 2, ""record_sha256"": ""bb48a2bd0b3866c86a69d0e53ceee3faacc5afb446fc567d52289f4e2d64ae40"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": ""5.7.6"", ""thumbs_up"": 0}"
eb67baf04fd5fc2a,Google Play Store,app_review,Invoice Maker by Invoice Home: rating 3/5,"item qty cannot select it was not save it needed to type every time it wasting time . if with cost p&l added will be better, in fact due of yr cap 1000usd free and not so convenient to use some more it is much much more expensive compared to other so I had stopped using it sorry",https://play.google.com/store/apps/details?id=com.invoicehome.invoicehome&reviewId=88df52d2-d361-4d82-83ef-1bcaf5308173,2026-01-27T08:28:32,invoice maker small business,"{""app"": ""Invoice Maker by Invoice Home"", ""app_id"": ""com.invoicehome.invoicehome"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""88df52d2-d361-4d82-83ef-1bcaf5308173"", ""rating"": 3, ""record_sha256"": ""8b64c65fdf8a1b80b8d8c36fad1cf96b8388862f6ba73511b8a9c85f57c4bc4a"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": null, ""thumbs_up"": 4}"
1c0d06fa48585f34,Google Play Store,app_review,Pocket CRM - Customers & Leads: rating 1/5,I have many issue with Pocket CRM please help me share with ur customer care number,https://play.google.com/store/apps/details?id=com.mindweaver.pocketcrm&reviewId=51f5de58-f29e-4760-aad9-56785a37744b,2023-11-22T20:57:43,small business CRM,"{""app"": ""Pocket CRM - Customers & Leads"", ""app_id"": ""com.mindweaver.pocketcrm"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""51f5de58-f29e-4760-aad9-56785a37744b"", ""rating"": 1, ""record_sha256"": ""b5defd8c9317f8b473779b79fc630350af552318e5b66277ceb50792c7ae7907"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": ""4.3.1"", ""thumbs_up"": 0}"
086ad5b27c7c9643,Google Play Store,app_review,Pocket CRM - Customers & Leads: rating 2/5,"Needs More Fields in the Lead Details, Needs to SYNC with Google Drive",https://play.google.com/store/apps/details?id=com.mindweaver.pocketcrm&reviewId=143f355d-51e0-4de6-88c7-5ad66295876c,2020-09-03T03:08:47,small business CRM,"{""app"": ""Pocket CRM - Customers & Leads"", ""app_id"": ""com.mindweaver.pocketcrm"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""143f355d-51e0-4de6-88c7-5ad66295876c"", ""rating"": 2, ""record_sha256"": ""9c9da16ecd3d4a81b4d5da3b8ac003677b82847d077a62fdbdd1059f858604bf"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": ""1.0.9"", ""thumbs_up"": 0}"
0964bb672c5ff2a2,Google Play Store,app_review,Pocket CRM - Customers & Leads: rating 3/5,The problem i have with this app is that the voice note taken is not able to sync or load on all team members devices. It only plays on the device that did the recording,https://play.google.com/store/apps/details?id=com.mindweaver.pocketcrm&reviewId=4d1e0e00-0627-4ecf-93a5-cdd4d08b6505,2023-06-26T19:35:11,small business CRM,"{""app"": ""Pocket CRM - Customers & Leads"", ""app_id"": ""com.mindweaver.pocketcrm"", ""eligibility_rule"": ""Google Play rating<=3, text>=50, native review ID"", ""native_id"": ""4d1e0e00-0627-4ecf-93a5-cdd4d08b6505"", ""rating"": 3, ""record_sha256"": ""98bf7cc00e949ac4aec35b071f0f3dc76c511cddd6424d5620f3e714c1a64a96"", ""retrieved_at"": ""2026-07-19"", ""review_created_version"": null, ""thumbs_up"": 3}"
